,CaseOrder,Customer_id,Interaction,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,item1,item2,item3,item4,item5,item6,item7,item8
2075,2075,W511688,081b9d61-2e5f-4bf3-95d3-7b402f3417ea,Clinton Township,MI,Macomb,48038,42.60546,-82.94158,44139,Urban,America/Detroit,Logistics and distribution manager,2,26,"Some College, 1 or More Years, No Degree",Part Time,52199.89,Separated,Female,No,10.92669624,12,0,0,NA,Month-to-month,No,No,DSL,Yes,No,No,No,Yes,Yes,No,No,Yes,Bank Transfer(automatic),2.499923107,119.2865384,843.6406855,3,3,2,3,4,3,3,4
2076,2076,X428566,1597afc5-7aa5-40dc-b6a8-6e8885b89577,Hampton,NJ,Hunterdon,8827,40.66479,-74.97391,4085,Urban,America/New_York,Nature conservation officer,NA,32,Regular High School Diploma,Full Time,44236.12,Separated,Male,No,7.225619845,7,1,0,NA,One year,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Electronic Check,8.084288828,183.7213182,1315.312803,4,4,3,4,4,3,3,3
2077,2077,X872459,4efd09ee-3891-4ae0-9cf4-af628ea410cf,Stuart,OK,Hughes,74570,34.85274,-96.10644,1111,Rural,America/Chicago,Charity officer,5,67,Regular High School Diploma,Retired,48112.75,Married,Female,No,42.99194605,11,2,0,No,Month-to-month,Yes,Yes,None,NA,No,No,No,Yes,No,No,No,No,Bank Transfer(automatic),7.978288982,122.3917299,832.638565,4,4,5,4,3,4,4,3
2078,2078,E370537,1d5d4efd-3a1c-4dbd-8112-b45e5a294f9e,Paris,VA,Clarke,20130,39.02747,-77.9491,212,Rural,America/New_York,IT technical support officer,8,NA,Bachelor's Degree,Full Time,16944.5,Married,Female,Yes,5.593108361,18,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Mailed Check,11.61721135,253.8096639,1671.56323,4,3,3,4,2,3,5,3
2079,2079,B447151,de89564f-6518-4441-b142-b84338fee33f,Springfield,MO,Greene,65809,37.1687,-93.19335,11702,Suburban,America/Chicago,Politician's assistant,NA,36,Bachelor's Degree,Full Time,60384.01,Widowed,Male,No,10.96206713,13,0,1,NA,Two Year,Yes,Yes,None,Yes,No,No,Yes,No,Yes,No,No,Yes,Electronic Check,26.27060898,114.4385012,2405.424259,4,4,4,2,3,4,4,4
2080,2080,U670681,2f907405-32d6-4e1a-bb5e-aef074144f6e,Capitol Heights,MD,Prince George's,20743,38.8839,-76.89333,39234,Urban,America/New_York,Nutritional therapist,1,68,Associate's Degree,Full Time,116572.31,Divorced,Male,Yes,9.290246516,13,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,No,Electronic Check,9.881596612,219.8738908,NA,3,4,2,3,3,4,2,4
2081,2081,D423729,eba0442c-e5df-44c3-bb8a-9ef86d27c35e,Enfield,CT,Hartford,6082,41.98394,-72.55475,44455,Suburban,America/New_York,Immigration officer,3,67,"Some College, 1 or More Years, No Degree",Retired,10516.36,Divorced,Male,Yes,10.74457212,9,1,1,NA,One year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,NA,194.8837124,1345.940597,5,4,4,4,4,4,5,5
2082,2082,M251105,a64f6502-4e3f-41ac-9a0f-20ce110643d9,White Lake,WI,Langlade,54491,45.24004,-88.75196,1480,Urban,America/Chicago,Gaffer,NA,67,GED or Alternative Credential,Full Time,41867.94,Married,Female,No,12.04105947,8,2,1,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,Bank Transfer(automatic),14.86710597,137.3730406,1415.406657,5,6,6,4,4,4,5,5
2083,2083,E761923,44cf4509-6cee-4840-81b7-4f5f06493257,Chest Springs,PA,Cambria,16624,40.5704,-78.60044,189,Rural,America/New_York,Insurance risk surveyor,NA,52,Regular High School Diploma,Retired,16827.22,Widowed,Female,Yes,7.70166412,12,0,0,Yes,Month-to-month,No,No,None,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,12.47886652,200.2680052,1558.262612,5,3,4,4,3,4,4,4
2084,2084,R899126,27f02c3c-4ce6-4ab0-a644-c3f07d0813c7,Pacific,WA,King,98047,47.26208,-122.24756,7023,Rural,America/Los_Angeles,Research scientist (physical sciences),2,77,"Some College, 1 or More Years, No Degree",Retired,86877.95,Divorced,Female,Yes,15.82485946,14,0,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Electronic Check,2.958574712,163.4743332,531.0770713,3,4,5,5,1,4,4,5
2085,2085,Z757096,add52c3d-bd84-4b27-ba79-cefaeb7695b8,Livonia,MI,Wayne,48152,42.42583,-83.37459,31194,Suburban,America/Detroit,Textile designer,1,36,Master's Degree,Unemployed,45268.54,Divorced,Male,Yes,12.00317796,13,2,2,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Bank Transfer(automatic),9.955485828,130.2917602,1557.295826,4,3,2,2,4,3,2,3
2086,2086,F560212,26d91554-eed0-4f78-99d1-03d4df09ba63,Dilliner,PA,Greene,15327,39.74948,-79.96438,1772,Rural,America/New_York,Ecologist,1,NA,No Schooling Completed,Full Time,60555.18,Widowed,Male,Yes,14.24893844,11,0,1,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,No,No,Credit Card (automatic),17.08264031,150.9192969,2160.951234,3,3,3,2,4,3,3,3
2087,2087,Z566002,701912ea-2a5e-4ce4-9781-e1b0e8084dad,Long Beach,CA,Los Angeles,90831,33.76831,-118.20162,0,Rural,America/Los_Angeles,Special educational needs teacher,NA,25,"Some College, 1 or More Years, No Degree",Full Time,NA,Separated,Male,Yes,7.15557859,18,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Mailed Check,12.12822663,194.5755726,1464.752497,2,2,1,4,4,3,2,2
2088,2088,S144581,8cfecc75-6290-46a8-8330-abd6b98fac7e,Ellamore,WV,Barbour,26267,38.91469,-80.06517,298,Rural,America/New_York,Camera operator,3,63,Master's Degree,Full Time,15468.51,Married,Male,No,2.598854871,15,0,0,No,Month-to-month,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Bank Transfer(automatic),9.832835,153.0915509,1583.398883,4,3,3,2,4,3,5,4
2089,2089,K156953,5f10b400-8943-461d-9d3a-86175d794f05,Exton,PA,Chester,19341,40.04104,-75.63669,17274,Urban,America/New_York,Office manager,1,19,Associate's Degree,Full Time,10120.05,Divorced,Male,Yes,4.26749106,12,0,0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,No,Electronic Check,3.73740116,240.1106552,1010.521133,4,3,3,2,3,3,4,5
2090,2090,O980113,1273a4b8-cf5b-409a-8086-d05900b1bf78,Letcher,KY,Letcher,41832,37.14877,-82.95854,364,Rural,America/New_York,"Conservator, furniture",0,NA,Regular High School Diploma,Full Time,2715.32,Married,Male,No,7.203205596,18,1,1,No,Two Year,No,No,DSL,Yes,Yes,No,Yes,No,No,No,No,Yes,Electronic Check,4.791566404,146.9526415,1085.979242,3,3,4,2,2,4,4,3
2091,2091,V320235,07933b9a-de92-49a0-a59f-5d0766d156ed,Hinesburg,VT,Chittenden,5461,44.32219,-73.09131,4633,Suburban,America/New_York,Sports administrator,4,44,Associate's Degree,Unemployed,100861.69,Separated,Female,No,11.19080102,11,0,1,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,No,Electronic Check,22.04121706,192.4134175,2261.179586,5,6,5,3,4,4,5,4
2092,2092,S905756,4e0221d5-10f2-4d3c-beb5-26b997b8bd2f,Piermont,NY,Rockland,10968,41.03936,-73.91777,2363,Rural,America/New_York,"Nurse, children's",2,NA,Regular High School Diploma,Unemployed,27938.89,Widowed,Female,No,11.85863912,17,1,1,No,Two Year,No,No,DSL,Yes,No,No,No,Yes,No,No,No,Yes,Bank Transfer(automatic),6.863919949,103.8882237,1128.042592,3,4,4,4,4,4,3,4
2093,2093,J460469,943b8932-7cbd-4046-a86c-fa1e4763b95f,Monarch,CO,Chaffee,81227,38.54935,-106.2901,6,Rural,America/Denver,Physiological scientist,NA,NA,Regular High School Diploma,Part Time,NA,Widowed,Female,Yes,9.207510495,12,4,1,Yes,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,No,Credit Card (automatic),5.855847443,191.8472589,768.3006696,4,4,4,4,3,3,4,4
2094,2094,S372424,565e9895-9713-449b-b6c3-4fe9738c2160,Valrico,FL,Hillsborough,33594,27.94074,-82.24196,35465,Suburban,America/New_York,"Solicitor, Scotland",8,19,"Some College, 1 or More Years, No Degree",Retired,48821.75,Never Married,Male,No,11.5628436,11,1,0,NA,One year,Yes,Yes,None,Yes,No,No,No,Yes,No,Yes,No,No,Credit Card (automatic),3.744206708,117.6666531,978.3026986,3,3,4,4,2,4,3,4
2095,2095,K527252,5440d7b3-2ea4-40b3-835e-7db2720c9433,Plains,MT,Sanders,59859,47.53049,-114.82136,2997,Suburban,America/Denver,Politician's assistant,8,NA,"9th Grade to 12th Grade, No Diploma",Full Time,NA,Divorced,Female,No,8.715151911,11,1,2,No,Two Year,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Bank Transfer(automatic),7.809364395,152.0968984,1572.631084,3,3,3,3,4,3,5,4
2096,2096,U817172,2e1c3562-69b7-4178-89ae-00460e6c662f,West Sayville,NY,Suffolk,11796,40.73135,-73.0997,3826,Rural,America/New_York,Food technologist,1,72,No Schooling Completed,Full Time,NA,Widowed,Female,Yes,9.48895577,13,2,0,No,Month-to-month,No,No,Fiber Optic,NA,No,No,Yes,No,No,Yes,Yes,Yes,Mailed Check,30.17780148,228.847859,2978.208092,3,4,2,5,4,3,4,5
2097,2097,U344720,483c0366-4693-451d-a18e-0f2ae1e47ae4,Seneca,SC,Oconee,29672,34.74823,-82.93964,12153,Urban,America/New_York,Publishing rights manager,5,34,"Some College, 1 or More Years, No Degree",Full Time,115414.87,Divorced,Male,Yes,12.10140094,14,3,1,No,Month-to-month,Yes,No,DSL,No,Yes,No,No,Yes,No,No,Yes,Yes,Mailed Check,5.661620031,173.7876271,NA,3,3,3,4,3,4,3,4
2098,2098,U573497,273ba946-8539-4edb-9470-1f64dcf22a98,Portales,NM,Roosevelt,88130,34.13552,-103.31046,17696,Rural,America/Denver,Analytical chemist,NA,76,"9th Grade to 12th Grade, No Diploma",Full Time,38228.16,Separated,Male,Yes,12.86170422,15,0,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Electronic Check,NA,231.2627818,NA,2,3,2,4,5,3,3,4
2099,2099,M634196,efc08f2c-6ed1-49d9-bd34-674a883a08b8,Canadian,TX,Hemphill,79014,35.91221,-100.29815,4052,Rural,America/Chicago,Police officer,3,30,"9th Grade to 12th Grade, No Diploma",Full Time,17492.71,Divorced,Male,Yes,10.30780519,13,2,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Mailed Check,6.818283024,217.8146914,1280.44084,3,2,4,2,4,2,4,3
2100,2100,V153573,fb43e4e3-092a-495a-b418-c7b2325d5b46,Houlka,MS,Chickasaw,38850,34.04898,-89.05311,2846,Rural,America/Chicago,Management consultant,1,60,No Schooling Completed,Student,NA,Never Married,Female,Yes,14.30291505,12,2,0,NA,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Electronic Check,10.48148555,165.9030092,1679.924727,2,3,2,3,5,3,2,2
2101,2101,D862321,63078129-833b-4e7b-b2f1-9d039a646a6c,Paterson,NJ,Passaic,7502,40.91863,-74.1942,16791,Rural,America/New_York,"Civil engineer, contracting",4,NA,Regular High School Diploma,Full Time,NA,Married,Female,No,10.16157171,11,0,0,No,One year,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Credit Card (automatic),5.459488895,172.9603015,773.1752584,4,4,5,4,3,3,3,3
2102,2102,F855746,e56ecfa1-b2fc-4d5a-aca9-d439ec48ca40,Norristown,PA,Montgomery,19401,40.13038,-75.33136,42116,Rural,America/New_York,"Designer, graphic",0,60,Bachelor's Degree,Full Time,NA,Divorced,Female,Yes,15.14339701,7,3,0,No,Month-to-month,Yes,No,None,Yes,Yes,No,Yes,No,No,Yes,No,No,Bank Transfer(automatic),6.363764206,159.9678663,845.9832801,4,3,3,5,3,4,3,5
2103,2103,N179804,30fbf37c-ca19-47cb-a5b1-fdd2a4f70af7,Worcester,NY,Otsego,12197,42.61136,-74.72774,2023,Suburban,America/New_York,Corporate treasurer,NA,55,Regular High School Diploma,Full Time,NA,Separated,Male,No,9.225948252,11,4,0,No,Two Year,Yes,No,None,Yes,No,No,Yes,No,Yes,Yes,No,No,Bank Transfer(automatic),12.03581919,140.2706982,NA,3,3,2,5,2,4,4,3
2104,2104,A947132,a5114ae4-2432-47ff-a8c4-5cb89fd1a632,Sheboygan,WI,Sheboygan,53083,43.8164,-87.77056,20234,Suburban,America/Chicago,Quality manager,0,NA,Bachelor's Degree,Student,65731.64,Divorced,Female,No,13.03173328,15,1,0,NA,Month-to-month,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,No,Electronic Check,11.07942887,129.0747223,1522.482247,5,5,4,4,2,6,5,6
2105,2105,D140678,ab1789c0-1785-4a5e-b12c-6a7c749d905d,Lake View,IA,Sac,51450,42.31322,-95.03107,1455,Suburban,America/Chicago,Film/video editor,0,57,Regular High School Diploma,Full Time,13929.56,Separated,Female,Yes,15.17031916,14,1,0,No,Two Year,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Yes,Yes,Yes,Electronic Check,NA,240.2370389,1571.238893,3,3,4,4,1,3,3,4
2106,2106,N51963,b47cbbb8-76a3-438b-8bb8-8818472bdb58,Norman,OK,Cleveland,73072,35.20827,-97.50317,46675,Rural,America/Chicago,Interior and spatial designer,1,49,"Some College, Less than 1 Year",Full Time,41181.43,Separated,Male,Yes,12.96990867,14,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Bank Transfer(automatic),18.38099848,203.0252119,1943.652184,2,2,3,4,4,3,3,4
2107,2107,I975420,1da97b3d-a20f-4251-a203-085574b896c6,Jamesville,VA,Northampton,23398,37.5121,-75.94103,26,Rural,America/New_York,"Civil engineer, contracting",1,83,Bachelor's Degree,Full Time,30997.05,Never Married,Female,Yes,10.08888876,18,0,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,No,Yes,No,No,No,Yes,Bank Transfer(automatic),11.87277727,108.3339645,NA,5,6,6,5,3,4,4,4
2108,2108,X494393,279cf525-a034-42dc-b859-7c7c061b0585,Magnolia,AR,Columbia,71753,33.23018,-93.18403,16902,Suburban,America/Chicago,Oceanographer,5,77,Regular High School Diploma,Full Time,53235.48,Never Married,Female,Yes,5.765852035,13,1,0,No,Month-to-month,No,No,None,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Credit Card (automatic),8.18290701,172.8201719,1178.372362,3,2,2,4,5,2,2,4
2109,2109,Q749337,f95e4da5-db1c-4ab1-acd5-b34e3ba30d00,Estes Park,CO,Larimer,80517,40.40027,-105.61164,10012,Rural,America/Denver,Ambulance person,3,29,Associate's Degree,Unemployed,NA,Widowed,Female,No,6.897144217,13,0,0,No,Two Year,No,Yes,None,Yes,Yes,No,No,No,No,Yes,No,No,Electronic Check,6.765777092,137.1366431,978.9249944,3,4,4,2,4,2,3,3
2110,2110,U698178,8357808c-1040-4abb-a0d7-f38b5bf0503b,Wayne City,IL,Wayne,62895,38.31008,-88.56344,2028,Rural,America/Chicago,Printmaker,1,NA,Regular High School Diploma,Unemployed,38302.75,Divorced,Male,Yes,10.98785296,8,1,1,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Bank Transfer(automatic),12.31839425,140.1982572,NA,4,4,3,3,3,2,3,3
2111,2111,A984966,fa276666-4e0e-4954-8311-b7f75067d61c,Weston,CO,Las Animas,81091,37.15008,-104.97091,523,Urban,America/Denver,Market researcher,NA,84,Regular High School Diploma,Full Time,NA,Married,Female,Yes,10.07654875,10,0,0,NA,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),NA,233.2203666,1366.649837,1,1,2,1,5,3,3,2
2112,2112,D176700,c3201ec6-b2bd-4f85-a690-41deeaac7015,Butler,MO,Bates,64730,38.25756,-94.29647,6551,Suburban,America/Chicago,Museum/gallery conservator,3,NA,Regular High School Diploma,Full Time,23646.52,Separated,Female,Yes,5.514615835,14,2,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Electronic Check,6.232729856,172.4461081,912.4311552,4,4,4,4,2,5,4,6
2113,2113,W384122,30502ef6-f29d-4505-b42c-0d5772bb7b2b,Cummings,KS,Atchison,66016,39.47351,-95.23196,417,Suburban,America/Chicago,Training and development officer,3,37,Associate's Degree,Part Time,101807.83,Widowed,Prefer not to answer,Yes,11.05854794,13,2,2,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Electronic Check,4.252913386,243.9058072,995.5630984,3,2,4,3,5,2,2,4
2114,2114,Q420319,ac48bbf8-e24e-4473-9403-a95489fb3eb9,Kingsland,TX,Llano,78639,30.66282,-98.44043,8409,Suburban,America/Chicago,Graphic designer,7,19,"Some College, 1 or More Years, No Degree",Retired,48531.85,Separated,Male,Yes,5.176247333,13,0,0,No,Two Year,Yes,No,None,Yes,Yes,No,No,No,NA,Yes,Yes,No,Bank Transfer(automatic),10.9995227,219.3380142,1794.594938,4,4,5,4,2,5,4,3
2115,2115,J765743,4b519236-2879-436a-825b-1bac85cc28bd,Stringtown,OK,Atoka,74569,34.46563,-95.90902,1288,Suburban,America/Chicago,Housing manager/officer,5,NA,Regular High School Diploma,Unemployed,103435.72,Married,Female,Yes,11.48909883,14,2,0,NA,Month-to-month,Yes,No,None,No,Yes,No,No,Yes,No,No,Yes,Yes,Bank Transfer(automatic),7.831744331,160.7546142,1016.19707,4,4,3,3,5,3,4,4
2116,2116,F322259,76cf0fa5-bdf8-4345-bd8c-aa48f93301fb,Loretto,TN,Lawrence,38469,35.07179,-87.42726,4125,Rural,America/Chicago,Public affairs consultant,4,83,GED or Alternative Credential,Retired,7521.18,Separated,Male,Yes,18.68260598,11,0,0,No,Month-to-month,No,No,None,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Mailed Check,8.944195156,175.8525138,1231.728594,3,2,4,5,4,3,3,2
2117,2117,K588515,bef85733-03df-43ae-89aa-85e3d5dcd9f5,Colorado Springs,CO,El Paso,80923,38.92698,-104.71468,29360,Urban,America/Denver,Retail banker,4,41,Regular High School Diploma,Full Time,6740.05,Divorced,Male,No,8.634123524,11,2,0,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Mailed Check,19.72758002,253.097938,2426.091797,3,3,3,4,4,4,4,4
2118,2118,G227154,6437d0a6-fa94-4f9a-86f3-0c2fd6b03b29,Clark,SD,Clark,57225,44.88507,-97.72525,1906,Suburban,America/Chicago,Chartered certified accountant,2,NA,Bachelor's Degree,Full Time,78026.55,Widowed,Female,Yes,3.01934356,13,1,0,Yes,Month-to-month,Yes,No,None,Yes,No,No,Yes,No,No,Yes,Yes,No,Electronic Check,5.003409228,197.7452194,1106.910603,4,4,4,2,5,2,4,4
2119,2119,M188312,9c108cb2-1296-4d75-a51c-1689e2ad49a7,Dale,IN,Spencer,47523,38.17218,-87.02768,3316,Rural,America/Chicago,Fast food restaurant manager,3,53,Professional School Degree,Full Time,NA,Separated,Male,Yes,11.86048064,10,0,1,NA,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Electronic Check,11.53173987,175.7043909,1840.767702,2,2,3,5,3,4,2,4
2120,2120,X557239,7c3c300a-f7bc-4d2a-a435-94c14aaad2db,Mahopac,NY,Putnam,10541,41.37973,-73.75123,26656,Suburban,America/New_York,"Nurse, mental health",4,NA,No Schooling Completed,Full Time,40978.57,Separated,Female,Yes,9.52401391,14,1,0,NA,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Bank Transfer(automatic),14.29414131,243.3940935,1838.646452,4,4,3,4,2,4,5,4
2121,2121,B393356,50d31e78-ca49-4c62-9ca4-e335cb6bf267,Port Townsend,WA,Jefferson,98368,48.04272,-122.84534,15848,Urban,America/Los_Angeles,Research scientist (medical),NA,88,"9th Grade to 12th Grade, No Diploma",Student,83234.64,Widowed,Female,No,6.33246132,7,0,2,NA,One year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,NA,Yes,No,No,Credit Card (automatic),28.28911217,180.7303087,2461.030222,4,4,3,4,3,4,3,4
2122,2122,Z113624,4d10a7e0-9159-4bc5-ae47-6e580e8925af,Panama,NY,Chautauqua,14767,42.05172,-79.51133,2146,Suburban,America/New_York,"Civil engineer, consulting",2,77,Associate's Degree,Full Time,29681.02,Divorced,Female,No,10.74470271,9,2,0,No,Month-to-month,Yes,No,DSL,NA,No,No,No,No,Yes,No,No,No,Mailed Check,27.98864634,104.2345291,2679.775265,2,2,1,5,3,3,3,4
2123,2123,D323193,37c2716d-3bb3-44b2-a46d-e74cb655f3db,Binford,ND,Griggs,58416,47.54155,-98.35019,388,Urban,America/Chicago,"Secretary, company",1,43,Regular High School Diploma,Full Time,66031.23,Divorced,Male,No,12.11909683,9,4,1,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Bank Transfer(automatic),15.2108962,209.7071873,NA,4,5,4,5,2,4,5,6
2124,2124,Q38182,d7564b05-4911-4f3c-b856-08fc826880fb,Los Angeles,CA,Los Angeles,90015,34.03939,-118.26645,21801,Suburban,America/Los_Angeles,Museum/gallery conservator,NA,NA,Bachelor's Degree,Student,146782.33,Never Married,Male,No,12.69810477,12,2,0,No,Two Year,Yes,No,DSL,Yes,No,No,No,No,No,No,No,No,Mailed Check,1.577214665,93.7637016,575.972228,2,3,2,3,3,3,4,3
2125,2125,O147731,6c2be902-1dcd-40d7-bcea-15277b5c9905,Isabela,PR,Isabela,662,18.46208,-67.01445,40290,Urban,America/Puerto_Rico,Quantity surveyor,3,45,"Some College, Less than 1 Year",Retired,31486.98,Married,Male,No,9.616078888,11,1,0,Yes,One year,No,No,Fiber Optic,No,No,No,Yes,No,No,No,No,Yes,Mailed Check,16.85088273,137.1654399,1661.330631,3,3,3,5,3,4,4,4
2126,2126,L560973,08b148b1-e428-49be-bc2e-ca530555fb92,Century,FL,Escambia,32535,30.96488,-87.34907,5694,Suburban,America/Chicago,"Civil engineer, contracting",3,57,Doctorate Degree,Part Time,NA,Married,Male,No,12.8089484,9,0,0,NA,Month-to-month,Yes,No,Fiber Optic,No,No,No,Yes,No,Yes,Yes,No,No,Electronic Check,NA,172.1601766,1770.955679,4,4,5,4,4,3,3,5
2127,2127,L753491,48754245-bf8d-4c43-95c3-6958e7b7536f,Hennepin,OK,Murray,73444,34.45669,-97.35849,118,Suburban,America/Chicago,Agricultural consultant,4,36,"Some College, 1 or More Years, No Degree",Full Time,42345,Married,Male,Yes,6.479227848,12,0,0,No,Month-to-month,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Mailed Check,8.275831597,236.4272956,2019.213435,3,2,2,4,4,2,3,3
2128,2128,B293319,058d063d-d9ea-4a7f-b6a8-1134a61015dc,Surprise,NE,Butler,68667,41.11012,-97.30806,98,Suburban,America/Chicago,Retail banker,NA,69,Regular High School Diploma,Full Time,40134.85,Divorced,Male,Yes,8.618113336,13,3,1,Yes,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Mailed Check,1.789614263,207.5164655,568.2599017,2,2,2,4,4,3,3,3
2129,2129,I854440,8d1f6ef8-9137-46cc-9354-cfeada5434f3,Bigelow,AR,Perry,72016,34.97078,-92.63162,3076,Rural,America/Chicago,Social researcher,8,30,Regular High School Diploma,Full Time,54713.59,Divorced,Female,No,11.36849522,18,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,Yes,NA,No,Yes,No,Credit Card (automatic),5.943865032,159.8628047,1039.286045,4,4,3,3,4,3,3,3
2130,2130,K466776,08504e06-8a04-4343-b5b1-d66959278719,Fairgrove,MI,Tuscola,48733,43.53287,-83.59069,1693,Urban,America/Detroit,"Designer, ceramics/pottery",3,44,Bachelor's Degree,Full Time,NA,Divorced,Male,Yes,12.67609753,15,1,0,NA,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,No,Mailed Check,11.42549935,192.5747766,1452.597026,4,4,4,3,4,4,5,4
2131,2131,I395495,bed4a44d-9ea6-4db7-8a32-c84babaedb97,Cunningham,KS,Kingman,67035,37.64861,-98.39197,915,Urban,America/Chicago,Advertising copywriter,NA,25,"9th Grade to 12th Grade, No Diploma",Full Time,22823.11,Widowed,Male,Yes,9.552802531,16,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Credit Card (automatic),29.35794932,277.6687165,NA,3,2,2,4,3,2,4,4
2132,2132,T13306,5d7fc66e-7037-4c1d-84b4-ad4e0908c2ec,Fowler,CA,Fresno,93625,36.62455,-119.67186,7862,Suburban,America/Los_Angeles,Intelligence analyst,3,31,Regular High School Diploma,Retired,61362.22,Married,Female,Yes,14.62674814,12,1,1,NA,Month-to-month,No,No,DSL,No,Yes,No,No,No,No,Yes,No,Yes,Mailed Check,3.543664514,151.4076173,1121.849069,4,3,5,3,3,3,4,4
2133,2133,V473732,440c6b1e-fb37-425c-a031-4fb7cc9fd0af,Glade Park,CO,Mesa,81523,38.95268,-108.88256,1074,Urban,America/Denver,"Biochemist, clinical",1,NA,Bachelor's Degree,Full Time,36887.34,Separated,Male,Yes,13.95516998,16,2,0,No,One year,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,No,Electronic Check,1.754530023,222.3055134,713.7053321,3,4,2,3,5,2,3,2
2134,2134,A764510,2123021e-efd7-4ef6-8900-29b308768eff,Riesel,TX,McLennan,76682,31.45363,-96.9059,2817,Suburban,America/Chicago,Financial planner,3,48,"Some College, 1 or More Years, No Degree",Retired,50354.57,Widowed,Male,No,8.524059042,15,1,0,NA,One year,No,No,DSL,Yes,No,No,Yes,No,No,No,Yes,Yes,Electronic Check,19.87068911,149.4503584,2472.105638,3,4,3,2,4,4,2,3
2135,2135,V812066,2f7ce16a-d6b7-4a8c-890a-ccd72cd08594,Biloxi,MS,Harrison,39532,30.49403,-88.96513,37122,Rural,America/Chicago,Private music teacher,4,31,Master's Degree,Full Time,14048.76,Married,Male,Yes,6.770427454,13,1,1,NA,Two Year,No,No,None,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),9.637159013,203.2423018,1639.666431,7,6,6,6,4,4,5,6
